TimeUS,Log,CMDTimeUS,CMDLat,CMDLng,CMDAlt,AcceptRadius,AcceptRatio,AcceptAirspeed,AirspeedRatio,Lat,Lng,RelHomeAlt,Haversine,HaversineFt,dAlt,dAltFt,Dist,DistFt
2245677515,Talon 7-3,2244597423.0,40.8004464,-77.8938282,35.0,26.0,1.9259259259259258,19.98624,1.3008950157708505,40.8003238,-77.8938521,47.69807,13.784028591614947,45.223192364513984,12.698070000000001,41.660335978800006,18.741409390420944,61.48756558446865
2259121649,Talon 7-3,2257496858.0,40.8007551,-77.8929001,35.0,26.0,1.9259259259259258,16.60799,1.5655115399274686,40.8010475,-77.8928583,39.41739,32.71245471139813,107.32432991534344,4.4173899999999975,14.492749807599992,33.00936272722292,108.29843760998205
2271521274,Talon 7-3,2266496775.0,40.8013967,-77.8934526,35.0,26.0,1.9259259259259258,13.60255,1.9114063171978781,40.8016147,-77.893738,32.15138,34.13723357974568,111.99880141777282,-2.848619999999997,-9.34586644079999,34.25588055184856,112.38806314972683
2277721885,Talon 7-3,2275797619.0,40.8009987,-77.8944343,35.0,26.0,1.9259259259259258,15.02934,1.7299495520096027,40.8010156,-77.8945015,32.32245,5.962079807516553,19.56062991569261,-2.6775499999999965,-8.784613141999989,6.535722579309545,21.442660067101926
2285721755,Talon 7-3,2283696798.0,40.8004464,-77.8938282,35.0,26.0,1.9259259259259258,12.96539,2.0053388289901037,40.8004017,-77.8938372,36.08865,5.029233813822517,16.50011146574147,1.0886500000000012,3.571686466000004,5.145711960127168,16.88225762726362
2293876759,Talon 7-3,2291597464.0,40.8007551,-77.8929001,35.0,26.0,1.9259259259259258,14.86439,1.7491467863800667,40.8007438,-77.8928519,33.71501,4.248457420743669,13.93850904427266,-1.2849900000000005,-4.215846591600002,4.438534640618675,14.562121990327375
2300424102,Talon 7-3,2298896723.0,40.8013967,-77.8934526,35.0,26.0,1.9259259259259258,14.1763,1.8340469657103757,40.8014608,-77.8933952,37.04828,8.613231076070198,28.258633043614147,2.0482799999999983,6.720078955199995,8.853428744174844,29.046683161038594
2308921432,Talon 7-3,2306797373.0,40.8009987,-77.8944343,35.0,26.0,1.9259259259259258,14.20668,1.8301249834584856,40.8009964,-77.8944991,32.36057,5.461929114848415,17.919715517159272,-2.6394299999999973,-8.659547521199991,6.066239393605298,19.902360852116004
2316777094,Talon 7-3,2314997482.0,40.8004464,-77.8938282,35.0,26.0,1.9259259259259258,13.58785,1.9134741699385849,40.8004648,-77.8938203,34.2735,2.151943826534131,7.060183383846239,-0.7265000000000015,-2.383530260000005,2.2712693549111167,7.451671350366588
2324077031,Talon 7-3,2321997003.0,40.8007551,-77.8929001,35.0,26.0,1.9259259259259258,14.27637,1.8211912411908628,40.8007669,-77.892917,36.09478,1.9357941875807305,6.3510310023823635,1.09478,3.5917980152,2.2239249953789675,7.296342081839132
2330177468,Talon 7-3,2328596966.0,40.8013967,-77.8934526,35.0,26.0,1.9259259259259258,13.00304,1.9995324170347857,40.8013942,-77.8934611,36.8824,0.7677881883530722,2.5189901998762934,1.882399999999997,6.17585321599999,2.0329605166294993,6.6698181813787265
2337321455,Talon 7-3,2335597000.0,40.8009987,-77.8944343,35.0,26.0,1.9259259259259258,13.30322,1.954414044118642,40.8009967,-77.8944182,33.97585,1.3736954294433248,4.506874912734838,-1.0241499999999988,-3.360072285999996,1.7134533420474214,5.621566262722862
2345421768,Talon 7-3,2343296938.0,40.8004464,-77.8938282,35.0,26.0,1.9259259259259258,13.47924,1.9288921333843747,40.8004725,-77.8938222,33.32395,2.9466358616074744,9.667440800196266,-1.6760499999999965,-5.498851881999989,3.389956711141193,11.12190557618047
2353377031,Talon 7-3,2351396869.0,40.8007551,-77.8929001,35.0,26.0,1.9259259259259258,13.92725,1.866843777486582,40.8007761,-77.8929544,32.46035,5.1339942358651784,16.843813648795912,-2.5396500000000017,-8.332185306000005,5.727802278046693,18.79200282590671
2359376937,Talon 7-3,2357696938.0,40.8013967,-77.8934526,35.0,26.0,1.9259259259259258,12.57416,2.0677325562900424,40.801423,-77.8934291,36.58512,3.531569903636883,11.58651580264803,1.5851200000000034,5.200525100800011,3.8709935932101245,12.700110620347505
2366677477,Talon 7-3,2364596811.0,40.8009987,-77.8944343,35.0,26.0,1.9259259259259258,13.81272,1.8823229602858813,40.8009981,-77.8944256,35.20071,0.7355434901003297,2.413200504060766,0.20071000000000083,0.6584973964000027,0.7624360497307129,2.501430689398512
2375121662,Talon 7-3,2372996920.0,40.8004464,-77.8938282,35.0,26.0,1.9259259259259258,13.20964,1.9682595437877186,40.8004687,-77.8938216,33.27332,2.541835494879634,8.339355565020899,-1.7266800000000018,-5.664960811200006,3.072840950233188,10.081499503163052
